sentence,original_label,original_book,book_Anna_Karenina,naive_Anna_Karenina,book_Frankenstein,naive_Frankenstein,book_The_Adventures_of_Alice_in_Wonderland,naive_The_Adventures_of_Alice_in_Wonderland,book_Wuthering_Heights,naive_Wuthering_Heights
"I wish you were at the commenced my host, setting the candle on a chair, because he found it impossible to hold it steady.",2,Wuthering Heights,0,0,0,0,0,0,1,1
She was struck during a tempest of passion with a kind of fit.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"That evidence, he observed, was hardly required in so glaring a case, but I am glad of it, and, indeed, none of our judges like to condemn a criminal upon circumstantial evidence, be it ever so decisive.",3,Frankenstein,0,0,1,1,0,0,0,0
"Soon, very soon, it will end, anyway, she said; and again, at the thought of death near at hand and now desired, tears came into her eyes.",1,Anna Karenina,1,1,0,0,1,0,1,0
"As the memory of past misfortunes pressed upon me, I began to reflect on their cause the monster whom I had created, the miserable d mon whom I had sent abroad into the world for my destruction.",3,Frankenstein,0,0,1,1,0,0,0,0
I ve recovered from my first desire to be killed by him: I d rather he d kill himself!,2,Wuthering Heights,0,0,0,0,0,0,1,1
"Alice was more and more puzzled, but she thought there was no use in saying anything more till the Pigeon had finished.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"No, she said, looking slowly round.",2,Wuthering Heights,1,0,0,0,1,0,1,1
A deliberate deceiver.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"The Dormouse had closed its eyes by this time, and was going off into a doze; but, on being pinched by the Hatter, it woke up again with a little shriek, and went on: that begins with an M, such as mouse-traps, and the moon, and memory, and muchness you know you say things are much of a muchness did you ever see such a thing as a drawing of a muchness?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Clerval had never sympathised in my tastes for natural science; and his literary pursuits differed wholly from those which had occupied me.,3,Frankenstein,0,0,1,1,0,0,0,0
"Gie me that, he replied.",2,Wuthering Heights,1,0,0,0,1,0,1,1
She was in despair.,1,Anna Karenina,1,1,1,0,1,0,1,0
"Silence all round, if you please!",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,1,0
And you re not frightened?,1,Anna Karenina,1,1,1,0,0,0,1,0
Alexander Vronsky smiled gaily.,1,Anna Karenina,1,1,0,0,0,0,1,0
"What will become of her, if you cast her off?",1,Anna Karenina,1,1,0,0,0,0,1,0
A silence followed.,1,Anna Karenina,1,1,1,0,1,0,1,0
They may reckon on that!,2,Wuthering Heights,0,0,0,0,0,0,1,1
September 12th.,3,Frankenstein,0,0,1,1,0,0,0,0
said the nurse.,1,Anna Karenina,1,1,0,0,1,0,1,0
"Treacle, said a sleepy voice behind her.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"It isn t, said the Caterpillar.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
I might be driven into the wide Atlantic and feel all the tortures of starvation or be swallowed up in the immeasurable waters that roared and buffeted around me.,3,Frankenstein,0,0,1,1,0,0,0,0
What elegance!,1,Anna Karenina,1,1,0,0,0,0,1,0
And who the devil gave _you_ leave to touch a stick about the place?,2,Wuthering Heights,0,0,0,0,0,0,1,1
"You raise me from the dust by this kindness; and I trust that, by your aid, I shall not be driven from the society and sympathy of your fellow creatures.",3,Frankenstein,0,0,1,1,0,0,0,0
"To begin with, said the Cat, a dog s not mad.",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"These are my enticements, and they are sufficient to conquer all fear of danger or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.",3,Frankenstein,0,0,1,1,0,0,0,0
He knocks at the door as if he were master here already!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"She was suffering, complaining, and triumphing in her sufferings, and rejoicing in them, and loving them.",1,Anna Karenina,1,1,1,0,0,0,0,0
In that hour I should die and at once satisfy and extinguish his malice.,3,Frankenstein,1,0,1,1,0,0,0,0
"This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him.",3,Frankenstein,0,0,1,1,0,0,0,0
Prepare to hear of occurrences which are usually deemed marvellous.,3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, a song, please, if the Mock Turtle would be so kind, Alice replied, so eagerly that the Gryphon said, in a rather offended tone, Hm!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
In my education my father had taken the greatest precautions that my mind should be impressed with no supernatural horrors.,3,Frankenstein,0,0,1,1,0,0,0,0
I see you re unhappy....,1,Anna Karenina,1,1,0,0,0,0,1,0
"No, don t turn away!",2,Wuthering Heights,1,0,1,0,1,0,1,1
and fell asleep.,1,Anna Karenina,1,1,1,0,0,0,0,0
"Would you tell me, said Alice, a little timidly, why you are painting those roses?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
Well!,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
"Some hours passed thus, while they, by their countenances, expressed joy, the cause of which I did not comprehend.",3,Frankenstein,0,0,1,1,0,0,0,0
"When I would have given my life for one kind word, even to see one of your faces, you all kept off.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"(The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"There isn t any, said the March Hare.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"She felt that the position in the world that she enjoyed, and that had seemed to her of so little consequence in the morning, that this position was precious to her, that she would not have the strength to exchange it for the shameful position of a woman who has abandoned husband and child to join her lover; that however much she might struggle, she could not be stronger than herself.",1,Anna Karenina,1,1,0,0,0,0,1,0
The horrible scene of the preceding day was for ever acting before my eyes; the females were flying and the enraged Felix tearing me from his father s feet.,3,Frankenstein,0,0,1,1,0,0,0,0
"The great question certainly was, what?",0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"A thousand times would I have shed my own blood, drop by drop, to have saved their lives; but I could not, my father, indeed I could not sacrifice the whole human race.",3,Frankenstein,0,0,1,1,0,0,0,0
"When the procession came opposite to Alice, they all stopped and looked at her, and the Queen said severely Who is this?",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"A sorrowful sight I saw: dark night coming down prematurely, and sky and hills mingled in one bitter whirl of wind and suffocating snow.",2,Wuthering Heights,0,0,1,0,0,0,1,1
I wish you were my brother.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"said Catherine, shutting the inner door.",2,Wuthering Heights,0,0,0,0,0,0,1,1
"Have I not suffered enough, that you seek to increase my misery?",3,Frankenstein,1,0,1,1,0,0,0,0
Dinah my dear!,0,The Adventures of Alice in Wonderland,1,0,0,0,1,1,0,0
"Ah, what a night!",1,Anna Karenina,1,1,1,0,0,0,1,0
"But he s dead, dead, dead!...",1,Anna Karenina,1,1,0,0,0,0,1,0
At that instant my father entered.,3,Frankenstein,0,0,1,1,0,0,0,0
"He sprang from the cabin-window as he said this, upon the ice raft which lay close to the vessel.",3,Frankenstein,0,0,1,1,0,0,0,0
"This caused me to feel, not uncomfortable, but rather fearful (as I am still) of serious effects from the incidents of to-day and yesterday.",2,Wuthering Heights,0,0,1,0,0,0,1,1
"The King laid his hand upon her arm, and timidly said Consider, my dear: she is only a child!",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"And so she ran on, till I relinquished the endeavour to convince her of her mistake.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"While this strange dialogue continued, I perceived the crowd rapidly increase.",3,Frankenstein,0,0,1,1,0,0,0,0
"In a fit of enthusiastic madness I created a rational creature and was bound towards him to assure, as far as was in my power, his happiness and well-being.",3,Frankenstein,0,0,1,1,0,0,0,0
What can I want?,1,Anna Karenina,1,1,0,0,0,0,1,0
Humbly thankful.,1,Anna Karenina,1,1,1,0,0,0,1,0
"Tears stood in his eyes, and the luminous, serene look in them impressed Vronsky.",1,Anna Karenina,1,1,0,0,0,0,1,0
"Do you also join with my enemies to crush me, to condemn me as a murderer?",3,Frankenstein,0,0,1,1,0,0,0,0
"It wasn t very civil of you to sit down without being invited, said the March Hare.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent.",0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"Yes, much.",1,Anna Karenina,1,1,0,0,1,0,1,0
She had been waiting for him.,1,Anna Karenina,1,1,0,0,1,0,0,0
said the King sharply.,0,The Adventures of Alice in Wonderland,0,0,0,0,1,1,0,0
"I fear, my beloved girl, I said, little happiness remains for us on earth; yet all that I may one day enjoy is centred in you.",3,Frankenstein,0,0,1,1,0,0,0,0
From my infancy I was imbued with high hopes and a lofty ambition; but how am I sunk!,3,Frankenstein,0,0,1,1,0,0,0,0
"Behold, on these desert seas I have found such a one, but I fear I have gained him only to know his value and lose him.",3,Frankenstein,0,0,1,1,0,0,0,0
By now he loathed this child.,1,Anna Karenina,1,1,0,0,0,0,1,0
"When she had finished, she gave the guitar to Agatha, who at first declined it.",3,Frankenstein,0,0,1,1,0,0,0,0
Come here and kneel down again!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"Warm tears filled my eyes, which I hastily wiped away, that they might not intercept the view I had of the d mon; but still my sight was dimmed by the burning drops, until, giving way to the emotions that oppressed me, I wept aloud.",3,Frankenstein,1,0,1,1,0,0,0,0
What did their tears imply?,3,Frankenstein,1,0,1,1,0,0,0,0
"I was aware also that I should often lose all self-command, all capacity of hiding the harrowing sensations that would possess me during the progress of my unearthly occupation.",3,Frankenstein,0,0,1,1,0,0,0,0
"He s truthful, he s honest, he loves me.",1,Anna Karenina,1,1,0,0,0,0,1,0
Elizabeth was sad and desponding; she no longer took delight in her ordinary occupations; all pleasure seemed to her sacrilege toward the dead; eternal woe and tears she then thought was the just tribute she should pay to innocence so blasted and destroyed.,3,Frankenstein,0,0,1,1,0,0,0,0
"He is now much recovered from his illness and is continually on the deck, apparently watching for the sledge that preceded his own.",3,Frankenstein,0,0,1,1,0,0,0,0
Felix visited the grate at night and made known to the prisoner his intentions in his favour.,3,Frankenstein,0,0,1,1,0,0,0,0
"But to keep his thoughts free, he had tried to persuade himself that he did not know it.",1,Anna Karenina,1,1,0,0,0,0,1,0
"His face, aged and worn by suffering, looked stony.",1,Anna Karenina,1,1,0,0,0,0,0,0
"Wealth was an inferior object, but what glory would attend the discovery if I could banish disease from the human frame and render man invulnerable to any but a violent death!",3,Frankenstein,0,0,1,1,0,0,0,0
"he exclaimed, with assumed heartiness.",2,Wuthering Heights,1,0,1,0,0,0,1,1
"While I was thus engaged, Ernest entered: he had heard me arrive, and hastened to welcome me: Welcome, my dearest Victor, said he.",3,Frankenstein,0,0,1,1,0,0,0,0
"Oh, well, the window s open.",1,Anna Karenina,1,1,0,0,0,0,1,0
I am not afraid of you!,2,Wuthering Heights,1,0,0,0,0,0,1,1
"she whispered in my ear, at last.",2,Wuthering Heights,1,0,0,0,0,0,1,1
You ll catch all that up.,1,Anna Karenina,1,1,0,0,0,0,1,0
"he said, smiling.",1,Anna Karenina,1,1,0,0,1,0,1,0
growled the lad.,2,Wuthering Heights,1,0,0,0,0,0,1,1
"We entered the gloomy prison chamber and beheld Justine sitting on some straw at the farther end; her hands were manacled, and her head rested on her knees.",3,Frankenstein,0,0,1,1,0,0,0,0
"and mind you don t tell Edgar, or Catherine above every sorrow beside, this rose pre-eminent: despair at finding nobody who could or would be my ally against Heathcliff!",2,Wuthering Heights,0,0,0,0,0,0,1,1
Come in!,2,Wuthering Heights,1,0,1,0,1,0,1,1
"Chapter 10 When Levin went into the restaurant with Oblonsky, he could not help noticing a certain peculiarity of expression, as it were, a restrained radiance, about the face and whole figure of Stepan Arkadyevitch.",1,Anna Karenina,1,1,0,0,0,0,0,0
Let the cursed and hellish monster drink deep of agony; let him feel the despair that now torments me.,3,Frankenstein,0,0,1,1,0,0,1,0
"You see, sir, I am come, according to promise!",2,Wuthering Heights,1,0,0,0,0,0,1,1
I see that my presence is irksome to you.,1,Anna Karenina,1,1,1,0,0,0,0,0
"Doubtless my words surprised Henry; he at first believed them to be the wanderings of my disturbed imagination, but the pertinacity with which I continually recurred to the same subject persuaded him that my disorder indeed owed its origin to some uncommon and terrible event.",3,Frankenstein,0,0,1,1,0,0,0,0
I cried hurriedly.,2,Wuthering Heights,1,0,1,0,0,0,1,1
"The agony of my feelings allowed me no respite; no incident occurred from which my rage and misery could not extract its food; but a circumstance that happened when I arrived on the confines of Switzerland, when the sun had recovered its warmth and the earth again began to look green, confirmed in an especial manner the bitterness and horror of my feelings.",3,Frankenstein,0,0,1,1,0,0,0,0
What is it exactly that you want from me?,1,Anna Karenina,1,1,0,0,0,0,1,0
And he grew thoughtful.,1,Anna Karenina,1,1,0,0,0,0,1,0
There was a sense of justice in my father s upright mind which rendered it necessary that he should approve highly to love strongly.,3,Frankenstein,0,0,1,1,0,0,0,0
You are an ogre.,3,Frankenstein,0,0,1,1,0,0,0,0
THE END,0,The Adventures of Alice in Wonderland,1,0,1,0,1,1,1,0
"He shrugged his shoulders: shook himself, indeed, as if his flesh crept with aversion; and thrust back his chair; while I got up, and opened my mouth, to commence a downright torrent of abuse.",2,Wuthering Heights,1,0,1,0,0,0,1,1
What s the meaning of being to blame?,1,Anna Karenina,1,1,0,0,0,0,1,0
I appeared to feel the warm breath of it displacing the sleet-laden wind.,2,Wuthering Heights,0,0,0,0,0,0,1,1
I was hurried away by fury; revenge alone endowed me with strength and composure; it moulded my feelings and allowed me to be calculating and calm at periods when otherwise delirium or death would have been my portion.,3,Frankenstein,0,0,1,1,0,0,1,0
But that cannot be; the human senses are insurmountable barriers to our union.,3,Frankenstein,0,0,1,1,0,0,0,0
Who was I?,3,Frankenstein,1,0,1,1,1,0,1,0
"Induced by these feelings, I was of course led to admire peaceable lawgivers, Numa, Solon, and Lycurgus, in preference to Romulus and Theseus.",3,Frankenstein,0,0,1,1,0,0,0,0
